artist|cleaned genre|original genre
HANK THOMPSON AND THE BRAZOS VALLEY BOYS|rock|rockabilly
PHIL PHILLIPS|rhythm and blues|rhythm and blues
THE SCOTT BROTHERS|doo wop|doo wop
MISS TONI FISHER|pop|50s
STONEWALL JACKSON|country / folk|country
SPENCER ROSS|pop|1960s
CHAMPS|seen live|seen live
ROSCOE GORDON|rock|blues
MARTY WILDE|pop|60s
THE CRUISERS|rock|rockabilly
THE RAY BRYANT COMBO|rnb / soul|soul
THE PASSIONS|post-punk|post-punk
FRANK CHACKSFIELD ORCHESTRA|easy listening|easy listening
THE SWE-DANES|curious|curious
KNOCKOUTS|rock|garage rock
THE FRANTICS|comedy|comedy
LARRY HALL|pop|1960s
ELTON ANDERSON|rnb / soul|soul
NAT KENDRICK AND THE SWANS|rnb / soul|funk
STAN FREBERG|comedy|comedy
ANNETTE|acid house|acid house
JOHNNY OTIS SHOW|rock|blues
IVO ROBIC|pop|oldies
NAT KENDRICK|rnb / soul|soul
BILL HALEY & THE COMETS|rock|rockabilly
FIREFLIES|pop|indie pop
THE WHEELS|pop|60s
HUGO|rock|rock
JAMIE HORTON|pop|pop
THE PENGUINS|doo wop|doo wop
ROYAL TEENS|doo wop|doo wop
RAYS|post-punk|post-punk
JUDY|seen live|seen live
CAROL HUGHES|rnb / soul|soul
NUTTY SQUIRRELS|jazz|jazz
FRANK CHACKSFIELD AND HIS ORCHESTRA|easy listening|easy listening
THE FIREFLIES|rock|rockabilly
WILLY ALBERTI|levenslied|levenslied
TENDER SLIM|rock|blues
THE SPACEMEN|japanese|japanese
PAUL EVANS|american|american
TOMMY FACENDA|rock|rock and roll
BARRY DARVELL|doo wop|doo wop
MITCH MILLER ORCHESTRA|pop|oldies
THE KNOCKOUTS|seen live|seen live
ROCK-A-TEENS|rock|rockabilly
THE REVELS|surf|surf
THE ISLANDERS|ambient|ambient
THE MORMON TABERNACLE CHOIR|choir|choir
THE 5 SATINS|doo wop|doo wop
PAUL GAYTEN|rock|blues
CARL MANN|rock|rockabilly
BOBBY PETERSON QUINTET|rock|blues
SONNY SPENCER|rock|rock and roll
FOUR LADS|pop|50s
GENE|pop|britpop
RONNIE HAWKINS AND THE HAWKS|pop|60s
CLYDE STACY|rock|rockabilly
FLOYD ROBINSON|pop|60s
PONI-TAILS|vocal|vocal
KNIGHTSBRIDGE STRINGS|spotify|spotify
THE BLUENOTES|jazz|jazz
HOMER & JETHRO|country / folk|country
THE FOUR LADS|pop|50s
CRASH CRADDOCK|country / folk|country
JIVIN GENE|rock|rockabilly
MITCHELL TOROK|rock|rockabilly
LEE ALLEN|saxophone|saxophone
THE ROYAL TEENS|rock|rock and roll
DAVID HILL|classical|classical
THE MEMOS|rock|rock and roll
JOHNNIE RAY|pop|50s
TONY BELLUS|pop|pop
THE ARGYLES|seen live|seen live
BOB McFADDEN & DOR|rock|rock and roll
THE STRANGERS|rnb / soul|funk
RAY SHARPE|rock|rockabilly
BOYD BENNETT|pop|60s
JOE BENNETT AND THE SPARKLETONES|rock|rockabilly
THE ROCK-A-TEENS|rock|rockabilly
TEMPOS|rnb / soul|soul
THE DUBS|doo wop|doo wop
JO STAFFORD|jazz|jazz
JOHNNY RESTIVO|rock|rock and roll
JIMMY DARREN|doo wop|doo wop
LESLIE UGGAMS|pop|female vocalists
JOHNNY RAY|pop|50s
LEE GREENLEE|pop|pop
GENE|pop|britpop
DARLENE McCREA|pop|60s girls
ANDRE PREVIN|classical|classical
FALCONS|electronic|electronic
MYSTICS|all|all
LOUIS PRIMA & KEELY SMITH|jazz|jazz
BOB McFADDEN AND DOR|rock|rock and roll
TASSELS|noise|noise
BILLY & LILLIE|all|all
MARION|pop|britpop
THE SHEPPARDS|doo wop|doo wop
TRADEWINDS|mathcore|mathcore
SIL AUSTIN|jazz|jazz
ROGER SMITH|smooth jazz|smooth jazz
THE CADILLACS|doo wop|doo wop
RUSS CONWAY|piano|piano
KATHY LINDEN|pop|60s
EDDIE|mangue beat|mangue beat
RUSTY YORK|rock|rockabilly
LITTLE BILL|rock|rockabilly
MEGATRONS|electronic|electronic
RICHARD BARRETT|contemporary classical|contemporary classical
ETERNALS|electronic|electronic
HERNANDO AND THE ORCHESTRA|misc|misc
FIESTAS|doo wop|doo wop
IMPALAS|doo wop|doo wop
ARTHUR LYMON|exotica|exotica
RICHIE VALENS|rock|rock and roll
THE ETERNALS|electronic|electronic
RITCHIE VALENS|rock|rock and roll
BILLY AND LILLIE|all|all
TRAVIS AND BOB|pop|pop
FOUR COINS|vocal|vocal
KALIN TWINS|pop|60s
HUELYN DUVALL|rock|rockabilly
THE BELL NOTES|pop|oldies
VIRTUES|rock|metalcore
JESSE BELVIN|rnb / soul|soul
TRUMPETEERS|gospel|gospel
THE IMPALAS|doo wop|doo wop
THE TEMPOS|rnb / soul|soul
TRAVIS & BOB|pop|pop
ENOCH LIGHT AND THE LIGHT BRIGADE|easy listening|easy listening
TERRI DEAN|rock|rock n roll
BING DAY|rock|rockabilly
DON FRENCH|rock|rockabilly
CHICO HOLIDAY|rnb / soul|soul
BILLY GRAMMER|country / folk|country
FRANTICS|surf|surf
CARL PERKINS|rock|rockabilly
THE FOUR COINS|vocal|vocal
THOMAS WAYNE & THE DELONS|rock|rockabilly
THE ELIGIBLES|pop|60s
THE GRADUATES|ska|ska
TAB HUNTER|pop|60s
SPENCER|seen live|seen live
DEAN|rnb / soul|rnb
DAVID SEVILLE|pop|60s
ROCKIN RS|rock|rock and roll
GENIES|doo wop|doo wop
DON RALKE|lounge|lounge
DALE HAWKINS|rock|rockabilly
LINK WRAY|rock|rockabilly
CHRIS BARBER'S JAZZ BAND|jazz|jazz
BILLY WILLIAMS|pop|60s
JOE MEDLIN|spotify|spotify
MARK IV|rnb / soul|soul
BILL PARSONS|rock|rockabilly
FOUR ACES|american|american
EUGENE CHURCH|rock|rock and roll
CHARLIE BLACKWELL|charlie|charlie
LEE|soundtrack|soundtrack
REG OWEN ORCHESTRA|jazz|jazz
NICOLA PAONE|spotify|spotify
GRADUATES|ska|ska
JESSE LEE TURNER|rock|rockabilly
QUARTER NOTES|doo wop|doo wop
JOHN FRED & THE PLAYBOYS|pop|60s
LINDA LAURIE|pop|female vocalists
ACCENTS|country / folk|folk
APPLEJACKS|pop|60s
TEDDY BEARS|rock|indie
MARIE|doujin|doujin
DICKEY DOO & THE DON'TS|rock|rock and roll
IVORY JOE HUNTER|rnb / soul|soul
DOMENICO MODUGNO|italian|italian
THE TEDDY BEARS|pop|pop
DEAN REED|rock|rockabilly
LOUIS PRIMA & KEELEY SMITH|jazz|jazz
PAT AND THE SATELLITES|rock|rockabilly
WILD CATS|rock|rockabilly
DANNY ZELLA|rock|rock and roll
TENNESSEE ERNIE FORD|country / folk|country
HARRY SIMEONE CHORALE|christmas|christmas
CYRIL STAPLETON AND HIS ORCHESTRA|easy listening|easy listening
CADILLACS|doo wop|doo wop
BILL PARSONS (BOBBY BARE)|rock|rockabilly
THE MARK IV|rock|rockabilly
THOMAS WAYNE with THE DeLONS|rock|rockabilly
WADE FLEMONS AND THE NEWCOMERS|doo wop|doo wop
HUEY (PIANO) SMITH AND THE CLOWNS|rnb / soul|soul
DANNY ZELLA AND HIS ZELL ROCKS|rock|rock and roll
LINK WRAY AND THE WRAYMEN|rock|rockabilly
EDMUNDO ROS AND HIS ORCHESTRA|instrumental|instrumental
THE FOUR KNIGHTS|pop|50s
THE DeCASTRO SISTERS|vocal|vocal
THE BIG BOPPER|pop|50s
POLLY BERGEN|jazz|jazz
JESSIE BELVIN|rnb / soul|soul
TONY DALLARA|italian|italian
THE TOMMY DORSEY ORCHESTRA starring WARREN COVINGTON|swing jazz|swing jazz
THE FOUR ESQUIRES|rock|rock n roll
DONNIE OWENS|rhythm and blues|rhythm and blues
AUGIE RIOS|pop|50s
STAN FREEBERG|comedy|comedy
ART LUND|jazz|jazz
HARVEY AND THE MOONGLOWS|doo wop|doo wop
THE PONI-TAILS|pop|female vocalists
THE 5 CHANELS|doo-wop|doo-wop
THE FOUR ACES|pop|50s
THE FIVE BLOBS|jazz|swing
GORDON MacRAE|jazz|jazz
THE JOHNNY OTIS SHOW|rock|blues
THE SHIELDS|doo wop|doo wop
ROBIN LUKE|rock|rockabilly
BOBBY PEDRICK JR.|rock|rock and roll
EILEEN RODGERS|pop|female vocalists
MIKE PRESTON|download|download
THE ELEGANTS|doo wop|doo wop
NAPPY BROWN|rock|blues
DICKY DOO AND THE DON'TS|rock|rock and roll
BOB KAYLI|rnb / soul|motown
JIMMY CLANTON AND HIS ROCKETS|pop|oldies
THE FONTANE SISTERS|jazz|swing
TOMMY SANDS AND THE RAIDERS|rock|rock and roll
THE GAYLORDS|vocal|vocal
THE QUIN-TONES|doo wop|doo wop
BUDDY KNOX with THE RHYTHM ORCHIDS|rock|rockabilly
THE SLADES|doo wop|doo wop
JODIE SANDS|pop|female vocalists
JILL COREY|pop|female vocalists
THE TUNE ROCKERS|rock|rock and roll
IVAN|post-hardcore|post-hardcore
BETTY MADIGAN|all|all
EDDIE FONTAINE|rock|rockabilly
THE PLAYBOYS|surf|surf
THE CYCLONES|pop|60s garage
LORD ROCKINGHAM'S XI|pop|50s
BOOTS BROWN AND HIS BLOCKBUSTERS|jazz|jazz
LEE ALLEN AND HIS BAND|rock|rock and roll
THE DANLEERS|doo wop|doo wop
JODY REYNOLDS|rock|rockabilly
JIMMY BOWEN with THE RHYTHM ORCHIDS|rock|rock and roll
THE SWALLOWS|doo wop|doo wop
CHUCK WILLIS|rock|blues
JAN AND ARNIE|rock|rock n roll
OSCAR McLOLLIE|rock|rockabilly
TONY AND JOE|rock|rock and roll
JERRY BUTLER AND THE IMPRESSIONS|doo wop|doo wop
WARREN STORM|pop|swamp pop
THE CHARGERS|rock|hard rock
TONI ARDEN|easy listening|easy listening
THE DeJOHN SISTERS|pop|50s
THE UPBEATS|electronic|drum and bass
THE KIRBY STONE FOUR|pop|50s vocal group
LEE ANDREWS AND THE HEARTS|vocal|vocal
KITTY WELLS|country / folk|country
THURSTON HARRIS|rock|rock and roll
FRANKIE VAUGHAN|easy listening|easy listening
RENATO CAROSONE|italian|italian
LAURIE LONDON|pop|pop
ART AND DOTTY TODD|easy|easy
THE PETS|rnb / soul|soul
THE MONOTONES|doo wop|doo wop
BILLY WARD AND HIS DOMINOES|doo wop|doo wop
VALERIE CARR|pop|pop
THE FIDELITYS|rock|rock and roll
THE PASTELS|pop|indie pop
DICKIE DOO AND THE DON'TS|rock|rock and roll
GENE ALLISON|rnb / soul|soul
MARIANNE VASEL|volksmusik|volksmusik
ERSEL HICKEY|rock|rockabilly
THE VOXPOPPERS|rock|rock n roll
MARIO LANZA|classical|classical
FRANK SINATRA|jazz|jazz
THE ORIGINAL CASUALS|rock|rock and roll
THE CRESCENDOS|surf|surf
BILL JUSTIS AND HIS ORCHESTRA|rock|rockabilly
LARRY WILLIAMS|rock|rock and roll
THE SILHOUETTES|doo wop|doo wop
THE FOUR VOICES|northern soul|northern soul
RICHARD BARRETT|contemporary classical|contemporary classical
RONALD AND RUBY|rock|rock and roll
THE OWEN BRADLEY QUINTET|pop|oldies
RONNIE SELF|rock|rockabilly
JOHNNY MADDOX|ragtime|ragtime
LITTLE JUNIOR PARKER AND HIS COMBO|rock|blues
KUF-LINX|rock|rock and roll
THE KENDALL SISTERS|rock|rock and roll
THE VELOURS|doo wop|doo wop
JOE DARENSBOURG AND HIS DIXIE FLYERS|jazz|jazz
SAL MINEO|rock|rockabilly
HOLLYWOOD FLAMES|doo wop|doo wop
BUDDY KNOX AND HIS RHYTHM ORCHIDS|rock|rockabilly
CLINT MILLER|rock|rockabilly
MARGIE RAYBURN|pop|pop
SAMMY SALVO|rock|rockabilly
THE HILLTOPPERS|pop|50s
TOM AND JERRY|jungle|jungle
THE VALIANTS|surf|surf
THE TECHNIQUES|rock|rocksteady
THE MIKE PEDICIN QUINTET|all|all
BILLY MYLES|rock|rock and roll
BILLY SCOTT|beach music|beach music
GENE VINCENT AND HIS BLUE CAPS|rock|rockabilly
WARNER MACK|rock|rockabilly
JIMMY EDWARDS|rock|rockabilly
BUCHANAN AND GOODMAN|rock|rock and roll
THE TUNE WEAVERS|pop|oldies
THE SHEPHERD SISTERS|pop|pop
TIMMIE "OH YEAH!" ROGERS|rnb / soul|funk
GENE AUTRY|country / folk|country
LITTLE JOE AND THE THRILLERS|pop|pop
BING CROSBY|jazz|jazz
STAN FREBERG|comedy|comedy
RUSS HAMILTON|british|british
TONY PERKINS|pop|power pop
THE "5" ROYALS|doo wop|doo wop
MARVIN RAINWATER & CONNIE FRANCIS|pop|oldies
TED NEWMAN|spotify|spotify
THE MELLO-KINGS|doo wop|doo wop
STEVE GIBSON AND THE RED CAPS|rhythm and blues|rhythm and blues
DON RONDO|pop|50s
FRANKIE LYMON AND THE TEENAGERS|doo wop|doo wop
LILLIAN OFFITT|rnb / soul|soul
THE DELL-VIKINGS|doo wop|doo wop
THE JIMMY DORSEY ORCHESTRA|jazz|jazz
NICK NOBLE|pop|50s
RON GOODWIN AND HIS ORCHESTRA|exotica|exotica
DOC BAGBY|rnb / soul|funk
HARRY BELAFONTE|calypso|calypso
NAT KING COLE AND THE FOUR KNIGHTS|jazz|jazz
ROY BROWN|rock|blues
JOHNNIE AND JOE|pop|oldies
JIMMY NEWMAN|rock|rockabilly
GALE STORM|pop|50s
DAVE GARDNER|comedy|comedy
TONY HARRIS|rock|rock and roll
SARAH VAUGHAN & BILLY ECKSTINE|jazz|jazz
NAT KING COLE|jazz|jazz
LIEUTENANT BUDDY KNOX with THE RHYTHM ORCHIDS|rock|rockabilly
CHARLIE GRACIE|rock|rock and roll
WARREN MACK|rock|rockabilly
THE CELLOS|rock|rock and roll
OWEN BRADLEY QUINTET|pop|oldies
THE MOONGLOWS|doo wop|doo wop
THE SIX TEENS|doo wop|doo wop
RALPH MARTERIE AND HIS ORCHESTRA|pop|50s
BILLY HALEY AND HIS COMETS|rock|rockabilly
THE SPANIELS|doo wop|doo wop
THE CRESTS|doo wop|doo wop
KEN COPELAND|rock|rockabilly
VERA LYNN|pop|oldies
CHAS McDEVITT SKIFFLE GROUP|skiffle|skiffle
THE MELLO-TONES|rock|blues
THE GLADIOLAS|doo wop|doo wop
CLYDE STACY AND THE NITECAPS|all|all
WARREN SMITH|rock|rockabilly
GENE AUSTIN|jazz|swing
DON CORNELL|pop|50s
RANDY STARR|doo wop|doo wop
CHRIS CONNOR|jazz|jazz
THE EASY RIDERS|norwegian|norwegian
JOHNNY DESMOND|oldie|oldie
DICK CONTINO|accordion|accordion
COZY MORLEY|rock|rock n roll
LOU STEIN|wurlitzer|wurlitzer
JUDY SCOTT|pop|female vocalists
LIEUTENANT BUDDY KNOX WITH THE RHYTHM ORCHIDS|rock|rockabilly
THE JIVE BOMBERS|doo wop|doo wop
TEDDI KING|jazz|jazz
LaVERN BAKER AND THE GLIDERS|rhythm and blues|rhythm and blues
JERRY LEWIS|reggae|reggae
THE TARRIERS|country / folk|folk
THE FIVE KEYS|doo wop|doo wop
JULIUS LaROSA|italian|italian
THE HIGHLIGHTS|surf|surf
THE CREW-CUTS|pop|50s
BILL HAYES|rock|rockabilly
BING CROSBY & GRACE KELLY|soundtrack|soundtrack
THE LANE BROTHERS|spotify|spotify
JOY LAYNE|rock|rock and roll
CLARENCE HENRY "FROG MAN"|rhythm and blues|rhythm and blues
FESS PARKER|country / folk|country
TAB SMITH|jazz|jazz
PATIENCE AND PRUDENCE|pop|female vocalists
JOE VALINO|pop|oldies
THE BEVERLY SISTERS|pop|50s
CARMEN McRAE|jazz|jazz
MINDY CARSON|pop|female vocalists
THE SCHOOLBOYS|doo wop|doo wop
CHUCK MILLER|boogie woogie|boogie woogie
ROGER WILLIAMS|instrumental|instrumental
EDDY ARNOLD|country / folk|country
SYLVIA SYMS|jazz|jazz
JANE POWELL|classic hollywood|classic hollywood
AL HIBBLER|jazz|jazz
HUGO WINTERHALTER|orchestra|orchestra
GISELE MacKENZIE|pop|female vocalists
LOUIS ARMSTRONG|jazz|jazz
THE CUES|rhythm and blues|rhythm and blues
GEORGIE SHAW|pop|50s
THE STYLERS|pop|pop
DICK HAYMES|jazz|jazz
SANFORD CLARK|rock|rockabilly
LES BAXTER|exotica|exotica
FLORIAN ZABACH|violin|violin
LOUIS ARMSTRONG|jazz|jazz
EDDIE HEYWOOD|jazz|jazz
TED HEATH AND HIS MUSIC|vocal|vocal
KAREN CHANDLER|all|all
ANNE SHELTON|jazz|jazz
BING CROSBY & LOUIS ARMSTRONG|jazz|jazz
JOHNNY MADDOX AND THE RHYTHMASTERS|big band|big band
THE GALLAHADS|all|all
GENE VINCENT AND THE BLUE CAPS|rock|rockabilly
MORRIS STOLOFF|soundtrack|soundtrack
THE ROVER BOYS|rock|rockabilly
SYLVIA SIMS|jazz|jazz
NERVOUS NORVOUS|novelty|novelty
BING CROSBY & FRANK SINATRA|jazz|jazz
THE CADETS|doo wop|doo wop
GEORGE CATES AND HIS ORCHESTRA|spotify|spotify
AUDREY|rock|post-rock
WOODY HERMAN AND HIS ORCHESTRA|big band|big band
THE McGUIRE SISTERS|pop|oldies
JOHNNY DANKWORTH AND HIS ORCHESTRA|jazz|jazz
THE JAYHAWKS|alt-country|alt-country
NERVOUS NORVUS|novelty|novelty
ROY ORBISON AND THE TEEN KINGS|rock|rockabilly
LIONEL NEWMAN AND HIS ORCHESTRA|all|all
THE FOUR FRESHMEN|jazz|jazz
MARIMBA CHIAPAS|country / folk|folk
CHUCK BERRY AND HIS COMBO|rock|rock and roll
THE FOUR LOVERS|rock|rockabilly
ROBERTA SHERWOOD|jazz|jazz
THE LONNIE DONEGAN SKIFFLE GROUP|skiffle|skiffle
ARCHIE BLEYER|rock|rock and roll
RICHARD MALTBY AND HIS ORCHESTRA|jazz|jazz
THE DREAM WEAVERS|pop|oldies
THE TEENAGERS|rock|indie
BILLY MAY AND HIS ORCHESTRA|jazz|jazz
BAXTER|trip-hop|trip-hop
THE DICK HYMAN TRIO|jazz|jazz
BOYD BENNETT AND HIS ROCKETS|rock|rock and roll
BING CROSBY|jazz|jazz
RUSS MORGAN|russ morgan|russ morgan
LES ELGART AND HIS ORCHESTRA|big band|big band
LES BAXTER|exotica|exotica
BUDDY MORROW AND HIS ORCHESTRA|cake and polka parade|cake and polka parade
THE CLIQUES|doo wop|doo wop
THE TEEN QUEENS|pop|oldies
RICHARD HAYMAN|moog|moog
LOUIS ARMSTRONG AND HIS ALL-STARS|jazz|jazz
SUNNY GALE|pop|pop
LOU BUSCH AND HIS ORCHESTRA|jazz|jazz
PEGGY KING|american|american
THE MANHATTAN BROTHERS|jazz|jazz
LES PAUL|jazz|jazz
KAY THOMPSON|jazz|jazz
BLUE STARS|rock|garage rock
BUDDY HACKETT|soundtrack|soundtrack
KIT CARSON|pop|pop
GLORIA MANN|rnb / soul|soul
BOBBY SCOTT|jazz|jazz
BONNIE SISTERS|pop|pop
BILLY ECKSTINE|jazz|jazz
THE THREE CHUCKLES|jazz|jazz
THE MODERNAIRES|jazz|jazz
BARRY GORDON|novelty|novelty
EDDIE ALBERT|unicornmeat|unicornmeat
KITTY KALLEN|pop|female vocalists
BILL HALEY AND THE COMETS|rock|rockabilly
LAEL|hip-hop|hip-hop
SNOOKY LANSON|jazz|jazz
KITTY WHITE|jazz|jazz
DAVID CARROLL|lounge|lounge
THE CLEFTONS|doo wop|doo wop
MITCH MILLER|pop|oldies
BONNIE LOU|rock|rock n roll
THE ELDORADOS|doo wop|doo wop
EDDY HOWARD & HIS ORCHESTRA|vocal|vocal
KAY CEE JONES|pop|pop
VICTOR YOUNG|soundtrack|soundtrack
DON CHARLES AND THE SINGING DOGS|christmas|christmas
PATTY ANDREWS|pop|female vocalists
LOU BUSCH & HIS ORCHESTRA|jazz|jazz
JOAN REGAN|pop|female vocalists
FONTANE SISTERS|jazz|swing
DAVID ROSE & HIS ORCHESTRA|easy listening|easy listening
ART MOONEY|pop|40s
WOODY HERMAN & HIS ORCHESTRA|jazz|jazz
JACKIE GLEASON & HIS ORCHESTRA|easy listening|easy listening
MILLS BROTHERS|jazz|jazz
CHEERS|rock|hard rock
ELDORADOS|rock|rock n roll
DON|hardcore|hardcore
THE ROYAL JOKERS|doo wop|doo wop
GAYLORDS|vocal|vocal
THE JACKS|japanese|japanese
CREW-CUTS|doo wop|doo wop
LILLIAN BRIGGS|rock|rockabilly
JERI SOUTHERN|jazz|jazz
THREE CHUCKLES|jazz|jazz
THE LORELEIS|a cappella|a cappella
BUDDY JOHNSON & HIS ORCHESTRA|jazz|jazz
LES BAXTER|exotica|exotica
LES BAXTER ORCHESTRA & CHORUS|exotica|exotica
PREZ PRADO|mambo|mambo
HILLTOPPERS|pop|oldies
CATERINA VALENTE|jazz|jazz
SUNNYSIDERS|rock|blues
JOHNNY MADDOX|ragtime|ragtime
LENNY DEE|hardcore|hardcore
FELICIA SANDERS|jazz|jazz
VOICES OF WALTER SCHUMANN|lounge|lounge
JOHNNY ACE|rhythm and blues|rhythm and blues
CRAZY OTTO|honky tonk piano|honky tonk piano
CREW CUTS|doo wop|doo wop
PENGUINS|pop|50s
ANDY GRIFFITH|comedy|comedy
JOAN WEBER|pop|50s
CHARMS|rnb / soul|funk
HUGO WINTERHALTER ORCHESTRA|lounge|lounge
LEO DIAMOND|harmonica|harmonica
FIVE KEYS|doo wop|doo wop
DAVID WHITFIELD|pop|oldies
STUART HAMBLEN|country / folk|country
DeCASTRO SISTERS|vocal|vocal
JAYE P MORGAN|jazz|jazz
DON|hardcore|hardcore
VICTOR YOUNG|soundtrack|soundtrack
CONNIE BOSWELL|jazz|jazz
THE CHORDS|mod revival|mod revival
FOUR TUNES|doo wop|doo wop
HENRI RENE|easy listening|easy listening
FOUR KNIGHTS|pop|50s
CROWS|rock|power metal
EARTHA KITT|jazz|jazz
JOSE FERRER|all|all
DEACON ANDY GRIFFITH|comedy|comedy
FRANK CHACKSFIELD|easy listening|easy listening
EDDIE CALVERT|jazz|jazz
MARINERS|rock|indie
PEE WEE HUNT|jazz|jazz
SAMMY KAYE|jazz|swing
WILLIAM KAPELL|piano|piano
JERRY MURAD|spotify|spotify
THE ORIOLES|doo wop|doo wop
ORIOLES|doo wop|doo wop
DARRELL GLENN|pop|50s
RED BUTTONS|vocal|vocal
JANE FROMAN|pop|female vocalists
FREDDY MARTIN|jazz|jazz
RALPH FLANAGAN|jazz|jazz
KAREN CHANDLER|all|all
DON HOWARD|library|library
EILEEN BARTON|pop|pop
SPIKE JONES|comedy|comedy
JIMMY BOYD|pop|50s
HUGO WINTERHALTER|orchestra|orchestra
LEROY ANDERSON|classical|classical
DORIS DAY|jazz|jazz
EDDY HOWARD|jazz|jazz
ELLA MAE MORSE|jazz|jazz
GUY LOMBARDO|jazz|jazz
BELL SISTERS|bitter honeys|bitter honeys
BOBBY WAYNE|rock|rockabilly
ARTHUR GODFREY|pop|pop
HELEN O'CONNELL|jazz|jazz
DEL WOOD|ragtime|ragtime
JOE 'FINGERS' CARR|instrumental|instrumental
SAVANNAH CHURCHILL|rhythm and blues|rhythm and blues
RICHARD HAYES|pop|under 2000 listeners
JAN PEERCE|tenor|tenor
BILLY WILLIAMS QUARTET|doo wop|doo wop
WEAVERS|country / folk|folk
DENNIS DAY|pop|oldies
BING|jazz|swing
BING CROSBY|jazz|jazz
STAN KENTON & HIS ORCHESTRA|jazz|jazz
MEL BLANC|comedy|comedy
WEAVERS|country / folk|folk
BILL KENNY|elvis presley|elvis presley
PHIL HARRIS|disney|disney
JIMMY WAKELY|country / folk|country
RED FOLEY|country / folk|country
ANTON KARAS|soundtrack|soundtrack
BILL SNYDER|instrumental|instrumental
JO STAFFORD|jazz|jazz
FRANK PETTY TRIO|ragtime|ragtime
DICK TODD|canada|canada
JOHNNIE LEE WILLS|country / folk|country
EDMUNDO ROS|jazz|jazz
EDMUNDO ROSS|samba|samba
BUDDY CLARK|jazz|swing
JO STAFFORD|jazz|jazz
GENE AUTREY|country / folk|country
YOGI YORGESSON|comedy|comedy
KENNY ROBERTS|country / folk|country
ART MOONEY|pop|40s
JACK OWENS|delta blues|delta blues
INK SPOTS|jazz|jazz
EZIO PINZA|opera|opera
FRANKIE YANKOVIC|polka|polka
ELLA FITZGERALD / LOUIS JORDAN|jazz|jazz
FRANK YANKOVIC|polka|polka
RAY BOLGER|soundtrack|soundtrack
BLUE BARRON|jazz|jazz
JACK SMITH|experimental|experimental
EVELYN KNIGHT|jazz|jazz
LES BROWN|jazz|jazz
TOMMY DORSEY|jazz|jazz
BLUE LU BARKER|rock|blues
BETTY RHODES|jazz|jazz
DINNING SISTERS|standards|standards
PAULA WATSON|rhythm and blues|rhythm and blues
RAY McKINLEY|boogie woogie|boogie woogie
CARSON ROBISON|jazz|jazz
ANDREWS SISTERS|jazz|swing
PIED PIPERS|jazz|jazz
KEN GRIFFIN|hammond organ|hammond organ
SPORTSMEN|disney|disney
TEX BENEKE|jazz|jazz
DICK JAMES|pop|50s
WOODY HERMAN|jazz|jazz
GRACIE FIELDS|british|british
LARRY GREEN|pop|60s
DOROTHY SHAY|pop|female vocalists
BETTY HUTTON|jazz|jazz
TEX WILLIAMS|country / folk|country
THREE SUNS|exotica|exotica
HARMONICATS|strange|strange
TED WEEMS|big band|big band
AL JOLSON|jazz|jazz
DUSTY FLETCHER|spoken word|spoken word
JACK McVEA|jazz|jazz
HOAGY CARMICHAEL|jazz|jazz
KING COLE TRIO|jazz|jazz
LIONEL HAMPTON|jazz|jazz
VAUGHN MONROE|jazz|swing
FREDDY MARTIN|jazz|jazz
PERRY COMO|jazz|jazz
SAMMY KAYE|jazz|swing
HARRY JAMES|jazz|jazz
CHARLIE SPIVAK|jazz|jazz
SAMMY KAYE|jazz|swing
BING CROSBY|jazz|jazz
DICK HAYMES|jazz|jazz
STAN KENTON|jazz|jazz
BING CROSBY|jazz|jazz
STAN KENTON|jazz|jazz
CARMEN CAVALLARO|jazz|jazz
JOHNNY MERCER|jazz|jazz
BENNY GOODMAN & HIS ORCHESTRA|jazz|jazz
BING CROSBY|jazz|jazz
TOMMY DORSEY|jazz|jazz
LES BROWN|jazz|jazz
GUY LOMBARDO|jazz|jazz
TONY PASTOR|jazz|jazz
HAL McINTYRE|jazz|jazz
JERRY COLONNA|outsider|outsider
THE MERRY MACS|big band|big band
KAY KYSER|jazz|jazz
LOUIS JORDAN|jazz|jazz
JOHNNIE JOHNSTON|check this out|check this out
LOUIS JORDAN|jazz|jazz
FRANK SINATRA|jazz|jazz
SPIKE JONES|comedy|comedy
JOHNNY LONG|jazz|jazz
FREDDY MARTIN & HIS ORCHESTRA|big bands|big bands
HARRY JAMES|jazz|jazz
THE INK SPOTS & ELLA FITZGERALD|jazz|jazz
BING CROSBY|jazz|jazz
THE ANDREWS SISTERS / VIC SCHOEN|jazz|swing
DUKE ELLINGTON|jazz|jazz
FRANKIE CARLE|jazz|jazz
DUKE ELLINGTON|jazz|jazz
ABE LYMAN|soundtrack|soundtrack
SPIKE JONES|comedy|comedy
GERTRUDE NIESEN|jazz|jazz
BING CROSBY|jazz|jazz
VAUGHN MONROE|jazz|swing
TOMMY DORSEY|jazz|jazz
ARTIE SHAW|jazz|jazz
HORACE HEIDT|jazz|jazz
KATE SMITH|pop|40s
SAMMY KAYE|jazz|swing
KAY KYSER|jazz|jazz
VAUGHN MONROE|jazz|swing
RUSS MORGAN & HIS ORCHESTRA|big band|big band
INK SPOTS & ELLA FITZGERALD|jazz|jazz
JUDY GARLAND|jazz|jazz
THE PIED PIPERS|pop|40s
FRANK SINATRA|jazz|jazz
MARTHA TILTON|pop|female vocalists
STAN KENTON|jazz|jazz
RUSS MORGAN|russ morgan|russ morgan
STAN KENTON|jazz|jazz
